10,,,
NAN,,,9.4
8,,,
4,,,
11,,,
8,,,
NAN,,,
13,,,
8,,,
8,,,
NAN,,,
NAN,,,
NAN,,,
5,,,
NAN,,,
NAN,,,
19,,,
NAN,,,
NAN,,,
NAN,,,
